inicio,fin,campana,entrega,resultados,indicador,costo_por_resultado,tipo_presupuesto,gastado_cop,impresiones,alcance,atribucion,ctr_link_pct,cpc_link_cop,frecuencia
2026-08-14,2026-08-19,Impermeables · Prospección Motociclistas,active,528,messaging_conversation_started_7d,533.75,Con el presupuesto del conjunto de anuncios,281820,64404,41661,7 días tras clic o 1 día tras visualización,1.844606,237.222222,1.545906
