inicio,fin,campana,entrega,resultados,indicador,costo_por_resultado,tipo_presupuesto,gastado_cop,impresiones,alcance,atribucion,ctr_link_pct,cpc_link_cop,frecuencia
2026-08-05,2026-08-14,Impermeables · Prospección Motociclistas,active,849,messaging_conversation_started_7d,572.2614841,Con el presupuesto del conjunto de anuncios,485850,121697,68882,7 días tras clic o 1 día tras visualización,1.625348,245.626896,1.766746
